"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC1A2",-1.79313351356559,0.80415039496012,-3.38556754564762,0.000929086877130489,0.344819381329498,-1.16585112814309
"FKBP5",-0.552152971064958,6.46463247329268,-3.37274053203825,0.000969915923259451,0.347973502734716,-0.816884502440545
"PAFAH2",0.509505715148415,6.4082714556852,3.35443270983011,0.00103110808069304,0.35550612474731,-0.869706523957594
"HCAR2",0.986094812749157,1.09246459310296,3.34699849029884,0.00105697259053367,0.35550612474731,-1.05268149432488
"LONRF2",-1.12256901534689,0.46135226608297,-3.31655539962629,0.00116934971616931,0.371737163965146,-1.2908712637954
"COX17",0.637085469691339,5.75426473008045,3.30701696946809,0.00120679532325435,0.371737163965146,-0.997856361267378
"OSTF1",0.585321671958892,5.32627035648515,3.29519426668506,0.00125476283266448,0.371737163965146,-1.11148766360652
"ADGRF4",0.920297542013721,-0.902405977154157,3.28277009891433,0.00130708463286147,0.371737163965146,-1.38370025341234
"GNPDA1",0.458322743908938,6.17604316144082,3.28072345562485,0.00131589650161697,0.371737163965146,-1.06998933449969
"PABPC4L",-1.02448609865812,-0.248126962159858,-3.28035212609769,0.00131750119742261,0.371737163965146,-1.65039448577289
"FARS2",-0.349880815371086,4.93368199169173,-3.27166325494749,0.00135557523800977,0.371737163965146,-1.09811004164618
"HBB",1.0850921082356,5.6457295705585,3.25975192277913,0.00140943928257396,0.371737163965146,-1.12601913812082
"NFIL3",0.487499033539466,5.19630694562788,3.25831382567572,0.00141607578951696,0.371737163965146,-1.13478891080116
"ZNF445",-0.343396102298594,5.19566189154277,-3.23916700574227,0.00150725497425507,0.379274371825633,-1.19916613871865
"NPPC",-1.69572410663211,-1.31559185466524,-3.23500470034297,0.00152778673854984,0.379274371825633,-1.73978399858835
"DAB2IP",0.424470150740646,6.31232250004845,3.21730806846236,0.00161802198193935,0.379274371825633,-1.24992576561685
"S100A14",0.661044630371504,8.16071911153226,3.21008594789652,0.00165625314888508,0.379274371825633,-1.26798617702343
"DCANP1",-1.81192207552133,-0.740369231805072,-3.20717999297571,0.00167187193857939,0.379274371825633,-1.64117718426216
"MRPS33",0.325391023368298,5.89757782799171,3.20364232831909,0.00169107090662782,0.379274371825633,-1.27792775105755
"CTNNA3",-1.04932313510358,-0.542405488863663,-3.20357126023616,0.00169145868694884,0.379274371825633,-1.87658961048792
"SFN",0.959108577686553,6.20241834367871,3.19351826179915,0.00174715333606915,0.38376757869617,-1.30545564529206
"ACIN1",-0.369454614080958,7.18642210304576,-3.17861506977467,0.0018328621339057,0.394541902944542,-1.3451298901914
"ARHGAP22",-0.824944592420583,1.94980992459759,-3.1611392270383,0.00193833648860692,0.396742518505603,-1.50178510340635
"KLF9",-0.448328437929855,6.3022585569878,-3.16057281192674,0.00194184751069379,0.396742518505603,-1.39278966029992
"FOXO1",-0.402778149672026,6.76624833482722,-3.1495760850459,0.00201119341814372,0.396742518505603,-1.42198594099787
"ATP6V1D",0.358212241638503,6.52844036243152,3.14713434638782,0.00202689969939697,0.396742518505603,-1.4282973218847
"PPP3R1",0.53027535581892,6.08498288634716,3.14448097444003,0.00204409626032769,0.396742518505603,-1.43563901262996
"PLA2G2D",-1.91291833644616,3.45827913675363,-3.14139672234667,0.00206425541543378,0.396742518505603,-1.48719850630668
"MED30",0.470903713609891,2.97414461164887,3.13372650523724,0.00211519137267359,0.398336395841556,-1.57770008204485
"C4B",3.73863178460386,-0.771362040816504,3.12908645109263,0.00214656796049524,0.398336395841556,-1.70352730611663
"LAD1",0.505058031987219,7.15292762171818,3.11829309248161,0.00222123034882423,0.401884408283692,-1.50398869331022
"CAPN2",0.419022171642319,7.36574036827087,3.11219755549271,0.00226445186048258,0.401884408283692,-1.51996741149404
"NASP",-0.351710351578204,6.81794731406216,-3.11034991751439,0.00227770592820823,0.401884408283692,-1.52472681191228
"CNR2",-1.55434072438233,2.28333614157756,-3.10490637041819,0.00231717415975373,0.402253959377894,-1.62365890489055
"SREK1",-0.299480549859814,6.8713927017401,-3.08481797199781,0.00246836929559752,0.4056147486918,-1.59132479605014
"FAM13A",0.466087388952534,7.04101289461756,3.08054983602069,0.00250164703058791,0.4056147486918,-1.60199715695372
"F12",0.616571704064869,2.67322878625211,3.07500141491581,0.00254552727230848,0.4056147486918,-1.65325290836666
"CTSG",-0.927302694070763,3.24910003917246,-3.05798261166613,0.00268460063281053,0.4056147486918,-1.68601731884863
"FNBP4",-0.377090912025973,6.12450513251056,-3.05792200357299,0.0026851082166753,0.4056147486918,-1.65991739398327
"CNTN1",-0.989446977389505,1.78003579090887,-3.05373038172272,0.00272042832288169,0.4056147486918,-1.79475272064597
"DEPP1",-0.812028882885468,4.52053770730259,-3.05203897174793,0.00273480189694753,0.4056147486918,-1.68587745060403
